indicator,type,source,first_seen,last_seen,confidence,severity,tags,description,raw_data,asn,country,organization,ports,services,malware_families,references,latitude,longitude
921016a014af73579abc94c891cd5c20c6822f69421f27b24f8e0a044fa10184,hash_sha256,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4129651479, 'indicator': '921016a014af73579abc94c891cd5c20c6822f69421f27b24f8e0a044fa10184', 'type': 'FileHash-SHA256', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'file', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
c03eedf04f19fcce9c9b4e5ad1b0f7b69abc4bce7fb551833f37c81acf2c041e,hash_sha256,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4129651480, 'indicator': 'c03eedf04f19fcce9c9b4e5ad1b0f7b69abc4bce7fb551833f37c81acf2c041e', 'type': 'FileHash-SHA256', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'file', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
d0068b92aced77b7a54bd8722ad0fd1037a28821d370cf7e67cbf6fd70a608c4,hash_sha256,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4129651481, 'indicator': 'd0068b92aced77b7a54bd8722ad0fd1037a28821d370cf7e67cbf6fd70a608c4', 'type': 'FileHash-SHA256', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'file', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
e2b3c5fdcba20c93cfa695f0abcabe218ac0fc2d7bc72c4c3af84a52d0218a82,hash_sha256,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4129651482, 'indicator': 'e2b3c5fdcba20c93cfa695f0abcabe218ac0fc2d7bc72c4c3af84a52d0218a82', 'type': 'FileHash-SHA256', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'file', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
cosi.com.ar,domain,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4124186290, 'indicator': 'cosi.com.ar', 'type': 'domain', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
1h.vuregyy1.ru,unknown,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4124190156, 'indicator': '1h.vuregyy1.ru', 'type': 'hostname', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
rs.mezi.bet,domain,alienvault,2025-09-12T14:56:56,,0.7,medium,[],,"{'pulse_key': '68c434b702367baa76c87ab9', 'id': 4124190162, 'indicator': 'rs.mezi.bet', 'type': 'hostname', 'created': '2025-09-12T14:56:56', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c434b702367baa76c87ab9'}",,,,[],[],[],[],,
6296ae44fae279994f4b127bd08db3e1,hash_md5,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429400, 'indicator': '6296ae44fae279994f4b127bd08db3e1', 'type': 'FileHash-MD5', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'file', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://cclresources.com/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429404, 'indicator': 'http://cclresources.com/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://chevroncorpstocks.com/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429405, 'indicator': 'http://chevroncorpstocks.com/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://conocophillips.live/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429406, 'indicator': 'http://conocophillips.live/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://conocophillips.live/app/index.html,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429407, 'indicator': 'http://conocophillips.live/app/index.html', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://conocophils.com/index.html,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429408, 'indicator': 'http://conocophils.com/index.html', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://conocophils.com/operations/index.html,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429409, 'indicator': 'http://conocophils.com/operations/index.html', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://pbfenergy.cc/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429410, 'indicator': 'http://pbfenergy.cc/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://pbfenergy.cc/.,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429411, 'indicator': 'http://pbfenergy.cc/.', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
http://phillips66shop.com/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429412, 'indicator': 'http://phillips66shop.com/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://conocophils.com/register,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429413, 'indicator': 'https://conocophils.com/register', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://investors.pbfenergy.com/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429414, 'indicator': 'https://investors.pbfenergy.com/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://phillips66-carros.site/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429415, 'indicator': 'https://phillips66-carros.site/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://phillips66-carros.site/.,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429416, 'indicator': 'https://phillips66-carros.site/.', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://phillips66lubricants.ru/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429417, 'indicator': 'https://phillips66lubricants.ru/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
https://www.pbfenergy.com/,url,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 3848441181, 'indicator': 'https://www.pbfenergy.com/', 'type': 'URL', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'url', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
advancedownloads.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429418, 'indicator': 'advancedownloads.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
cclresources.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429419, 'indicator': 'cclresources.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
chevroncorpstocks.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429420, 'indicator': 'chevroncorpstocks.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
chevroncvxstocks.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429421, 'indicator': 'chevroncvxstocks.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
conocophillips.live,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429422, 'indicator': 'conocophillips.live', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
conocophils.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429423, 'indicator': 'conocophils.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
humanenergy-company.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429424, 'indicator': 'humanenergy-company.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
malware.name,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4068844661, 'indicator': 'malware.name', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
orangeoffers.click,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429425, 'indicator': 'orangeoffers.click', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
pbfenergy.cc,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429426, 'indicator': 'pbfenergy.cc', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
phillips66-carros.site,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429427, 'indicator': 'phillips66-carros.site', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
phillips66lubricants.ru,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429428, 'indicator': 'phillips66lubricants.ru', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
phillips66shop.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429429, 'indicator': 'phillips66shop.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
wwwmyphillips66card.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 2897390742, 'indicator': 'wwwmyphillips66card.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
xn--conocopillips-2z0g.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429430, 'indicator': 'xn--conocopillips-2z0g.com', 'type': 'domain', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'domain', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
conoco-2024.dev.fastspot.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429431, 'indicator': 'conoco-2024.dev.fastspot.com', 'type': 'hostname', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
humanenergy-company.com.cargoxpressdelivery.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429432, 'indicator': 'humanenergy-company.com.cargoxpressdelivery.com', 'type': 'hostname', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
investors.pbfenergy.com,domain,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429433, 'indicator': 'investors.pbfenergy.com', 'type': 'hostname', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
www.humanenergy-company.com,unknown,alienvault,2025-09-12T01:41:36,,0.7,medium,[],,"{'pulse_key': '68c37a4f61a4eeb53a76aef0', 'id': 4129429434, 'indicator': 'www.humanenergy-company.com', 'type': 'hostname', 'created': '2025-09-12T01:41:36', 'content': '', 'title': '', 'description': '', 'expiration': None, 'is_active': 1, 'false_positive': {'assessment': None, 'assessment_date': None, 'report_date': None}, 'slug': 'hostname', 'pulse_id': '68c37a4f61a4eeb53a76aef0'}",,,,[],[],[],[],,
